Key,en_us,zh_cn-old,zh_cn
info_book.evilcraft.second_age.tools.primed_pendant.text,"After making the &1Invigorating Pendant&0, I started thinking. What if it would be possible to not only remove, but also apply effects? This new pendant is able to hold one &1Potion&0, and by using &4Blood&0 it will continuously apply its effect to you. I noticed that some effects cost more &4Blood&0 than the others. You can insert new &1Potions&0 by simply right-clicking with the item.",制作了&1振奋吊坠&0后我就开始思考，除了移除药水效果，可不可以产生药水效果？这种新的吊坠能产生药水效果，消耗&4血液&0不断产生装入的药水效果，我注意到某些效果格外消耗&4血液&0。你可以通过拿着吊坠右击来放入药水。,在制作&1振奋吊坠&0后，我开始思考：如果不仅能移除效果，还能主动施加效果会怎样？这款新型吊坠可以储存一瓶&1药水&0，并通过消耗&4血液&0持续将效果施加于佩戴者。我还注意到，不同效果消耗的&4血液&0量存在差异，其中某些效果消耗量明显更高。只需手持吊坠右击即可放入新&1药水&0。
info_book.evilcraft.second_age.tools.effortless_ring,Effortless Ring,迅捷指环,助步指环
info_book.evilcraft.second_age.tools.effortless_ring.text,"I was able to construct a special ring that can apply the &1Promises&0 of &Productivity&0 and &1Velocity&0 which allows you to walk faster, jump higher and step more easily on blocks. Just hold this item anywhere inside your inventory to gain its effects. Note that this step assist can be avoided by holding &oShift&r.",我可以用&1速度的诺言&0和&1效率的诺言&0制作一个指环，可以使我走得更快，踏得更高。把它放在背包就能获得效果。按住&oShift&r可以恢复正常速度。 ,使用&1速度的诺言&0和&1效率的诺言&0，我成功打造出了一枚特殊指环，佩戴它可使你行走得更快、跳跃得更高，并自动跨上方块。只需将指环放在物品栏任意位置即可生效。按住&oShift&r可禁用步行辅助功能。
info_book.evilcraft.second_age.tools.kineticator,Kineticator,磁场魔杖,牵引魔杖
info_book.evilcraft.second_age.tools.kineticator.text1,"This item is able to attract items and experience orbs in a certain area. This area can be changed by right-clicking it, enabling or disabling it is done with a simple shift + right-click. Items that are attracted from nearby consumes little to no &4Blood&0, but items from further away will require some more &4Blood&0. Sneaking will avoid kineticating items.",这是一个可以在一定范围了吸引掉落物和经验的物品。范围大小可以用右击调节，使用Shift+右击可以控制开启或者关闭。吸引较近的物品会消耗少量的&4血液&0，而吸引远处的物品会消耗更多的血液。潜行时不吸引物品。,该物品可吸引特定范围内的物品与经验球。右击可调整作用范围，Shift右击则用于启用/禁用功能。吸引邻近物品几乎不消耗&4血液&0，但远距离牵引需消耗更多&4血液&0。潜行时暂停吸引物品。
info_book.evilcraft.second_age.tools.kineticator.text2,Reversing the recipe will give the opposite version of this item which is able to repel items and experience orbs.,相反的配方带来相反的功能，反磁场魔杖可以排斥物品和经验。,将合成配方上下翻转，可获得功能相反的版本，该变体能够排斥物品与经验球。
info_book.evilcraft.second_age.tools.sceptre_of_thunder.text,"I feel oddly at peace when there are thunderstorms. That is why I made a simple tool that can spawn such storms. This item can however be used only once, making this a rather expensive process.",在雷暴时，我感到奇怪的平静。所以我制作了一个简单的工具生成雷暴。这个工具只能使用一次，所以是一个相当昂贵的过程。,雷暴天气总能让我莫名感到安宁，因此我制作了能召唤雷暴的简易工具。然而该物品只能使用一次，导致整个过程成本颇高。
info_book.evilcraft.second_age.tools.vengeance_pickaxe.text,I’ve discovered a way to reuse the technology from the &1Vengeance Ring&0 into a pickaxe. This seems to drastically reduce the durability of the pickaxe though. But it has an interesting side-effect that when crafted will have the ability to trigger an enormous &1Fortune&0.,我发现了一种方法，把复仇指环的技术运用于镐子。尽管这大大降低了镐子的耐久。但是它有一个强大的副作用，在使用是有触发大量&1时运&0效果的可能。,我发现了一种将&1复仇指环&0的技术复用于镐子的方法。尽管这会大幅降低镐子的耐久度，却带来了有趣的副作用，这把镐子能够触发极强的&1时运&0效果。
info_book.evilcraft.second_age.tools.gemstone_torch,Gemstone Torch,暗黑火把,宝石火把
info_book.evilcraft.second_age.tools.gemstone_torch.text,"I was able to combine the &1Burning Gemstone&0 with a &1Dark Stick&0 to make a special torch that seems to absorb any spawning &1Vengeance Spirits&0 in its light area. Note that any spirits spawned outside the area will still be able to wander in this area though, but a simple mundane wall should be able to solve that.",我用一个&1灼烧的暗黑宝石块&0和一个&1暗黑木棍&0制作了一个特殊的火把，它会吸收它照亮的区域产生的&1复仇之魂&0。请注意，在区域外产生的复仇之魂可以走进被照亮的区域，当然普通的墙壁就能住当它们。,将&1灼烧暗黑宝石块&0与&1暗黑木棍&0结合后，我成功制作出了一种特殊的火把，它会吸收其光照范围内所有新生成的&1复仇之魂&0。注意：在作用范围外生成的灵魂仍可能游荡至范围内，不过普通的墙壁就能挡住它们。
info_book.second_age.tools.rejuvenated_flesh.text,&1Flesh&0 can be combined with &1Garmonbozia&0 to make it an infinite source of food. You will however need to supply it with &4Blood&0 to be able to eat from it.,通过将&1肉&0与&1痛苦之源&0结合，可以得到无限的食物，只需要给它提供&4血液&0。,将&1肉&0与&1痛苦之源&0结合可制成无限食物源。但需持续注入&4血液&0才能维持其食用功能。
info_book.evilcraft.second_age.weapons.vein_sword.text,"Short on &4Blood&0 and always out in the fields attacking mobs? Why not use this sword that will boost the &4Blood&0 you will get in your &1Blood Extractor&0 after killing mobs? As a bonus, this sword will provide a default &1Looting&0 bonus when crafted.",血液短缺而奔走在田野攻击小怪？为什么不适用这把剑，它能使血液提取器获得更多的血液当杀死生物。作为福利，这把剑自带抢夺II。,&4血液&0短缺且经常在野外猎杀生物？何不选用此剑来击杀生物，以提高&1血液提取器&0获取的&4血液&0量？额外福利：该剑将自带&1抢夺 II&0魔咒效果。
info_book.evilcraft.second_age.weapons.mace_of_distortion,Mace of Distortion,立场扭曲锤,扭曲重锤
info_book.evilcraft.second_age.weapons.mace_of_distortion.text,"Holding right-click with this mace will build up a circular sphere around it that, when released, will trigger a force upon all other entities within that sphere knocking them back and causing some damage as long as the mace has enough &4Blood&0. Shift + right-clicking it will cycle through the different power levels, each higher level will cause more damage, but at the same time cost more &4Blood&0.",按住鼠标右键就会在附近产生一个圆形的扭曲力场，当释放鼠标时，就能触发立场，作用于周围的生物，将其击退并产生伤害，当然这需要足够的&4血液&0。Shift+右击就能调节产生立场的范围功率，更高的功率会造成更多的伤害并消耗更多的&4血液&0。,手持该物品长按右键，可凝聚环绕周身的球形力场，松开右键时，将向力场范围内所有实体释放冲击，造成击退效果与一定伤害（前提是扭曲重锤有足够的&4血液&0）。Shift右击可循环切换不同强度等级，等级越高伤害越高，但消耗的&4血液&0也越多。
info_book.evilcraft.second_age.weapons.necromancer_staff.text,&1Zombies&0 seem to be controllable once you have a skull of some kind. After mounting such a skull on a staff I discovered that I can spawn zombies that will attack any entity I target for a limited amount of time.,僵尸视乎可以通过某些头颅来控制，偶然安装了头颅后发现我可以生成僵尸攻击我标记的目标，当然他们的存在时间有限。,&1僵尸&0似乎可通过某种骷髅头进行操控。将这种骷髅头安装于法杖顶端后，我发现其获得了能召唤僵尸的能力，召唤出的僵尸存在时间有限，会攻击我所指定的任意目标实体。
info_book.evilcraft.second_age.weapons.mace_of_destruction,Mace of Destruction,毁灭之锤,毁灭重锤
info_book.evilcraft.second_age.weapons.mace_of_destruction.text,"This is a variant of the &1Mace of Distortion&0, the force that is released by this mace is actually a powerful explosion. The longer you charge the mace, the bigger the explosion will be. Increasing the power level of this mace will increase the starting power of the explosion, so you can charge even more.",它是&力场扭曲锤&0的升级版，它可以释放强力的爆炸。按住的时间越长，爆炸威力越大。可以通过调大功率来调大威力，你也可以充能更久。,升级版的&扭曲重锤&0，其释放的冲击变为强力的爆炸。蓄力时间越长，爆炸规模越大。提升强度等级可增强爆炸的初始威力，从而进一步延长蓄力时间。
info_book.evilcraft.second_age.abusing_spirits.infusing_spirits.text,Having &1Vengeance Spirits&0 contained in boxes is not very useful by itself. I theorized that it might be possible to revive the spirits using some &4Blood&0...,把&1复仇之魂&0 封印在灵魂箱中本身并没有什么用。我推测，会有一种使用&4血液&0和这些灵魂的方法……,将&1复仇之魂&0收容于匣子中本身并无实际用途。根据理论推测，或许能借助&4血液&0令其复苏……
info_book.evilcraft.second_age.abusing_spirits.spirit_furnace.text1,"I finally succeeded in reviving &1Vengeance Spirits&0, or at least partially. The revived spirits seem to be too weak to live in the real world, but they seem to have all the properties and materials of real mobs though. There is however a use for this discovery, when building a large machine that can contain the resulting mob it will, at the cost of a large amount of &4Blood&0, revive the spirit and immediately cook it alive. This will result in the drops of these mobs to be collected in the machine’s inventory. It looks like the &1Box of Eternal Closure&0 can indefinitely be reused without the spirit ever getting out of it.",我最终成功重铸了&1复仇之魂&0，或者说一部分。这种重铸的灵魂非常虚弱，以至于不能存活在现实世界，但是他们仍然会掉落那些相应生物的掉落物。然而为了使用这个发现，制造一个大型机器用来重铸灵魂。消耗大量的血液，会使这些灵魂立即复活。如果灵魂没有逃走的话，似乎&1永恒灵魂箱&0可以无限的使用。,我最终成功复活了&1复仇之魂&0，至少是成功了一部分。复活的灵魂过于虚弱，无法在现实世界存活，但它们似乎保留了原生物的所有特性和材料。虽然如此，这一发现仍有实用价值，只要建造一台能容纳灵魂的大型机器，消耗大量&4血液&0，便可复活灵魂，并随即将其活烹。最终将生物掉落物收集至机器中。值得注意的是，&1永锢之匣&0似乎可无限重复使用，灵魂永远无法逃脱。
info_book.evilcraft.second_age.abusing_spirits.spirit_furnace.text2,"You will need a bunch of tough blocks, like &1Dark Bricks&0 infused with some &4Blood&0 to make sure the spirits can’t get out. You will need to build a cubic structure of these blocks so that the mob you wish to reanimate has room enough to fit in the inside of the structure. A zombie for example is one block wide and two blocks high, so you will need a structure of three blocks wide and four blocks high with a hollow space inside. If the mob you try to contain is very large you might even need to build a structure that is as large as a nine-by-nine, not too shabby!",你需要一堆坚韧的方块，似乎注入一些&4血液&0的&1黑砖&0可以确保这种需要，灵魂也无法从中逃脱。你需要建造一个立方体结构，而内部结构足够大以适应你捕捉的灵魂的大小。拿僵尸做个例子，你需要两格高，所以你要建造一个3*4*3的立方体结构，使它中空两个方块的大小。如果你想容纳的生物很大，你可能需要一个9*9的结构，不要太小气哦！,建造该装置需使用坚固方块（如注入&4血液&0的&1暗黑砖&0）以确保灵魂无法逃脱。用这些方块搭建立方体结构，内部需留足空间容纳目标生物。例如，僵尸本身占地为1x1格宽、2格高，因此需建造3x4x3的空心结构。若要收容大型生物，甚至需要搭建9x9规模的巨型结构，还不错不是吗！
info_book.evilcraft.second_age.abusing_spirits.spirit_furnace.text3,You will also need a single &1Spirit Furnace&0 block somewhere in the structure. This block can easily be connected to other inventories or tanks using the known means. You will see a distinct red glow when the structure has been successfully assembled.,你也需要预留一块地方放置&1灵魂炉&0。这个方块可以用已知的手段链接到其他容器或者液体罐。你看见&4红光&0时表示结构搭建完成。,结构中还需放置一个&1灵魂炉&0方块，可通过常规方式连接其他容器或储罐。成功成型后，该结构会显现醒目的红光。
info_book.evilcraft.second_age.abusing_spirits.spirit_reanimator.text1,"After the discovery of the &1Spirit Furnace&0 I was still determined to revive those spirits. To solve the problem of unstable mobs I put them inside &1Eggs&0, as an attempt to stabilize them. This process still requires some substantial amount of &4Blood&0 and of course an empty &1Egg&0.",发明了&1灵魂炉&0之后，我还是想要复活这些灵魂。为了解决它们不稳定这些问题，我尝试把它们放到&1鸡蛋&0里面。这个过程也需要一些&4血液&0，当然也需要一个&1鸡蛋&0。,尽管发明了&1灵魂炉&0，我仍致力于完全复活灵魂。为解决灵魂不稳定的问题，我尝试将其收容进&1鸡蛋&0中以维持形态。该过程仍需消耗大量&4血液&0，当然还需要一个&1鸡蛋&0作为容器。
info_book.evilcraft.second_age.abusing_spirits.spirit_reanimator.text2,"Because of this more advanced process, spirits will be completely used up, so only one &1Egg&0 can be created per &1spirit&0.",由于这种先进的工艺，灵魂会被消耗掉，所以每个&1灵魂&0只能制作一个&1刷怪蛋&0。,由于采用更先进的工艺，灵魂会被完全消耗，因此每个&1灵魂&0仅能生成一枚&1刷怪蛋&0。
info_book.evilcraft.second_age.abusing_spirits.spirit_reanimator.text3,"Some mobs however seem to refuse to enter the &1Egg&0, so their spirits will be lost forever.",然而有些灵魂拒绝成为&1刷怪蛋&0，所以他们的灵魂会直接消失……,然而有些生物似乎拒绝进入&1鸡蛋&0，所以它们的灵魂将永远消失。
info_book.evilcraft.second_age.after_death.spirit_killing101,Spirit-Killing 101,灵魂杀手 101,灵魂杀手入门
info_book.evilcraft.second_age.after_death.spirit_killing101.text1,"After handling spirits one after the other, I became quite comfortable with being among them. Because of that, I was able to notice some of their specific traits, and even fears! They seem to dislike anything having to do with 'endings' in any form.",处理掉一个又一个的灵魂后，我变得相当舒适。因此，我能够注意到它们的某些特质，甚至恐惧！它们似乎不喜欢任何与“末影”有关的东西。,在接连处理了一个又一个灵魂后，我逐渐适应了与它们相处。正因如此，我注意到了它们的某些特质，甚至是它们的恐惧！灵魂似乎厌恶任何与“终末”有关的事物。
info_book.evilcraft.second_age.after_death.spirit_killing101.text2,"I was always annoyed by the fact that those nasty spirits could attack me, and there was nothing I could do against them. That is why I investigated a way to damage them. It looks like their fear of endings was grounded, because those things damage them. Using some 'end'-relics, I was able to transform my &1Vengeance Focus&0 to an improved version which is able to damage them.",这些肮脏的灵魂对我的攻击一直令我很厌烦，但我却无可奈何。所幸我找到了一种伤害它们的方法。看起来它们从本质上厌恶着末影，因为那些东西会伤害它们。使用一些“末影”遗物，我能够将我的&1复仇之焦&0升级为一个可以伤害它们的版本。,那些可恶的灵魂可以肆意攻击我，而我却无法反击，这总让我倍感恼火。因此，我找寻出了一种能够伤害它们的方法。灵魂对“终末”的恐惧似乎确有缘由，因为相关事物确实能对其造成伤害。通过利用一些“末地”遗物，我将&1复仇聚焦核心&0改造成了能对其造成伤害的强化版本。
info_book.evilcraft.second_age.after_death.spirit_killing101.text3,"This new focus appeared to be strong enough to completely 'kill' any spirit. But to my suprise, they drop some stuff. This includes some things that their old physical form carried and also some ghastly dust, which seems to carry the spirits' darkest parts and may prove useful in the future...",这个新复仇之焦似乎足够强到完全“杀死”任何灵魂。但是当我惊喜之时，它们掉落了一些东西。这包括它们过去的身体携带的东西以及一些可怕的粉尘，其似乎承载着灵魂最黑暗的部分，这可能在未来被证明是有用的……,新的聚焦核心似乎强大到足以彻底“杀死”任何灵魂。出乎意料的是，它们竟然会掉落物品。包括它们生前肉体携带的东西，以及一些幽灵般的粉尘，其似乎承载着灵魂最黑暗的部分，或许在未来能派上用场……
info_book.evilcraft.second_age.after_death.garmonbozia.text1,"What if it was possible to imbue the darkest thoughts and emotions into this world. This could prove to be an immense source of unimaginable power. With the discovery of vengeance, darkness and blood, I think I may have the essential elements.",假如最黑暗的想法和情绪渗透进这个世界该怎么办？这可能是无法想象的力量的巨大来源。随着复仇，暗黑和血的发现，我想我可能拥有了基本的要素。,若能将最黑暗的思想与情感注入现实世界，或许就能创造出难以想象的巨大能量源泉。通过研究复仇、暗黑与血液，我认为自己已掌握了核心要素。
info_book.evilcraft.second_age.after_death.garmonbozia.text2,"Combining these elements resulted in a strange spiritual energy. It is so otherwordly, that it does not have its own material, which is why it is observed as some kind of creamed corn.",结合这些要素产生了一种奇怪的精神能量。它是这样的超脱凡尘，其本身不具有物质，它看起来跟玉米粒糊一样。,融合这些要素后，一种奇异的灵魂能量诞生了。其存在形式完全超脱物质形态，因此在观测中呈现为类似奶油玉米的奇特样貌。
info_book.evilcraft.second_age.after_death.garmonbozia.text3,"My subjects say I have gone too far with this, the fools.",我跑题跑太远了……,那些庸碌之辈竟敢妄言我在此道走得太远，何其愚昧。
